"work","workDate","relatedConceptsWork"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C127413603"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C17744445"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C41008148"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C199539241"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C2779343474"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C55904794"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C183696295"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C22467394"
"https://semopenalex.org/work/W4308055785","2022-11-03","https://semopenalex.org/concept/C53105671"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C169760540"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C190283241"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C178790620"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C159985019"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C124657808"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C104779481"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C2778437647"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C2780723820"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C33347731"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C140205800"
"https://semopenalex.org/work/W4308338152","2022-11-03","https://semopenalex.org/concept/C2781360439"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C95444343"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C96232424"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C60644358"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C28328180"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C55427017"
"https://semopenalex.org/work/W4308054141","2022-11-03","https://semopenalex.org/concept/C3019816032"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C49040817"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C57863236"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C124657808"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C20788544"
"https://semopenalex.org/work/W4308061688","2022-11-02","https://semopenalex.org/concept/C513720949"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C147789679"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C143998085"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C2776256026"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C2780035454"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C177713679"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C184651966"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C11268172"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4308179375","2022-11-02","https://semopenalex.org/concept/C500440147"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C41008148"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C111919701"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C2522767166"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C112930515"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C15083742"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C155672457"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C187191949"
"https://semopenalex.org/work/W4308052766","2022-11-02","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C54355233"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C181199279"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C151730666"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C178790620"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C79879829"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C183586093"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C12554922"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C2780216420"
"https://semopenalex.org/work/W4308055360","2022-11-02","https://semopenalex.org/concept/C2781393965"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C104317684"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C203014093"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C95444343"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C8891405"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2780674031"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C96232424"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2777701055"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C28328180"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C145059251"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C10882517"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C20518536"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2781261824"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2776999253"
"https://semopenalex.org/work/W4294989832","2022-11-01","https://semopenalex.org/concept/C2992929900"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C2780192828"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C143998085"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C2776235491"
"https://semopenalex.org/work/W4307756534","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C144024400"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C41008148"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C136229726"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C73484699"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C182606246"
"https://semopenalex.org/work/W4307854915","2022-11-01","https://semopenalex.org/concept/C2993632694"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C178790620"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C96232424"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C12554922"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C18150654"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C185154212"
"https://semopenalex.org/work/W4296534905","2022-11-01","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C115260700"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C121332964"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C62520636"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C126838900"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C136229726"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C155672457"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C2778664220"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C2780838151"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C2779949491"
"https://semopenalex.org/work/W4307838114","2022-11-01","https://semopenalex.org/concept/C87023908"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C190283241"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C54355233"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C530470458"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308075148","2022-11-01","https://semopenalex.org/concept/C2994423619"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C121332964"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C120665830"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C91881484"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C2778987444"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C12554922"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C182606246"
"https://semopenalex.org/work/W4308106305","2022-11-01","https://semopenalex.org/concept/C66344492"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C121332964"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C138885662"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C111472728"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C2908647359"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C99454951"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C530470458"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C44870925"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C177713679"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C2779530757"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C2778334786"
"https://semopenalex.org/work/W4308158641","2022-11-01","https://semopenalex.org/concept/C185926286"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C190283241"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C55493867"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C71315377"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C530470458"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C509974204"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C143998085"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C2776694085"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C150903083"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C207001950"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C203522944"
"https://semopenalex.org/work/W4297963525","2022-11-01","https://semopenalex.org/concept/C46699223"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C86803240"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C60644358"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C2780035454"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C70721500"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C74187038"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C177713679"
"https://semopenalex.org/work/W4307989613","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C142724271"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C41008148"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C2779134260"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308328167","2022-11-01","https://semopenalex.org/concept/C3019816032"
"https://semopenalex.org/work/W4308356050","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308356050","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308356050","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308356050","2022-11-01","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4308356050","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C98274493"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C2780035454"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C15083742"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C155672457"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C2779820397"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C19831878"
"https://semopenalex.org/work/W4308394088","2022-11-01","https://semopenalex.org/concept/C3019816032"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C159985019"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C191897082"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C2777230088"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C155672457"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C182606246"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C2778492893"
"https://semopenalex.org/work/W4308455790","2022-11-01","https://semopenalex.org/concept/C2777742735"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C185592680"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C178790620"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C192562407"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C171250308"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C143998085"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C502942594"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C2776256026"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C2781323092"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C15083742"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C2780352672"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C155672457"
"https://semopenalex.org/work/W4308488361","2022-11-01","https://semopenalex.org/concept/C2983331546"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C71924100"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C126322002"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C141071460"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C159110408"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C121608353"
"https://semopenalex.org/work/W4308112305","2022-11-01","https://semopenalex.org/concept/C509974204"
